dataset_name,dataset_dir,method,context_length,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_b,n_holdout_c,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_step_losses
sylvine,/home/crc00006699/zh/tabiclv2/data178/sylvine,ttt,10,binclass,4099,820,1025,20,2,0.5463414634146342,5.836712598800659,0.3857288360595703,ok,,3074,1025,0.594092845916748,20,1e-05,True,5.799551248550415,stratified,stratified split,"[0.6914354562759399, 0.6899088621139526, 0.6821352243423462, 0.67975914478302, 0.6724041700363159, 0.6687003970146179, 0.6616353988647461, 0.6541027426719666, 0.6503399610519409, 0.646894633769989, 0.6389166712760925, 0.6358781456947327, 0.6278037428855896, 0.624603271484375, 0.6219926476478577, 0.6133812665939331, 0.6099450588226318, 0.6085521578788757, 0.6027202010154724, 0.594092845916748]"
taiwanese_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/taiwanese_bankruptcy_prediction,baseline,10,binclass,5455,1091,1364,95,2,0.936950146627566,0.3996717929840088,0.7869782447814941,ok,,0,0,,0,,False,0.0,,,
taiwanese_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/taiwanese_bankruptcy_prediction,ttt,10,binclass,5455,1091,1364,95,2,0.937683284457478,12.798158645629885,0.807563066482544,ok,,4091,1364,0.0015218387125059,20,1e-05,True,12.701152086257936,stratified,stratified split,"[0.08451104909181595, 0.07797499001026154, 0.07209531962871552, 0.0661843791604042, 0.060213346034288406, 0.05384468659758568, 0.04653778299689293, 0.038913458585739136, 0.03188381344079971, 0.025622230023145676, 0.01983163133263588, 0.013887213543057442, 0.009255368262529373, 0.006629678886383772, 0.004663571715354919, 0.0035161664709448814, 0.0027966410852968693, 0.0021739122457802296, 0.0018339718226343393, 0.0015218387125059962]"
telco-customer-churn,/home/crc00006699/zh/tabiclv2/data178/telco-customer-churn,baseline,10,binclass,5634,1127,1409,18,2,0.7842441447835344,0.3410882949829101,0.4739511013031006,ok,,0,0,,0,,False,0.0,,,
telco-customer-churn,/home/crc00006699/zh/tabiclv2/data178/telco-customer-churn,ttt,10,binclass,5634,1127,1409,18,2,0.7856635911994322,8.839694261550903,0.492152452468872,ok,,4225,1409,0.1683994978666305,20,1e-05,True,8.797487497329712,stratified,stratified split,"[0.42566606402397156, 0.4153311252593994, 0.4046759605407715, 0.3951972723007202, 0.38397741317749023, 0.3723641037940979, 0.3603343367576599, 0.3483937978744507, 0.33746159076690674, 0.3269628882408142, 0.3162727355957031, 0.3035218417644501, 0.29041624069213867, 0.27567577362060547, 0.26000359654426575, 0.24268795549869537, 0.22470799088478088, 0.20633985102176666, 0.18721555173397064, 0.16839949786663055]"
texture,/home/crc00006699/zh/tabiclv2/data178/texture,baseline,10,multiclass,4400,880,1100,40,11,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=11 exceeds context_length=10,0,0,,0,,False,0.0,,,
texture,/home/crc00006699/zh/tabiclv2/data178/texture,ttt,10,multiclass,4400,880,1100,40,11,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=11 exceeds context_length=10,0,0,,0,,False,0.0,,,
thyroid,/home/crc00006699/zh/tabiclv2/data178/thyroid,baseline,10,multiclass,5760,1152,1440,21,3,0.9319444444444444,0.3347434997558594,0.510739803314209,ok,,0,0,,0,,False,0.0,,,
thyroid,/home/crc00006699/zh/tabiclv2/data178/thyroid,ttt,10,multiclass,5760,1152,1440,21,3,0.9326388888888888,9.123727798461914,0.5337314605712891,ok,,4320,1440,8.151516340149101e-06,20,1e-05,True,9.089925527572632,stratified,stratified split,"[0.01656527817249298, 0.010374748148024082, 0.006243071518838406, 0.00341313355602324, 0.0016966367838904262, 0.0007885044906288385, 0.00037811510264873505, 0.000204913187189959, 0.00012892876111436635, 8.91959061846137e-05, 6.461932207457721e-05, 4.80263915960677e-05, 3.6397505027707666e-05, 2.8092255888623185e-05, 2.2075046217651106e-05, 1.7633370589464903e-05, 1.429362419003155e-05, 1.1726453521987423e-05, 9.727269571158104e-06, 8.151516340149101e-06]"
thyroid-ann,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann,baseline,10,multiclass,3017,604,755,21,3,0.9364238410596026,0.3335433006286621,0.2402067184448242,ok,,0,0,,0,,False,0.0,,,
thyroid-ann,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann,ttt,10,multiclass,3017,604,755,21,3,0.9350993377483444,3.896561145782471,0.2263338565826416,ok,,2262,755,8.52961511554895e-06,20,1e-05,True,3.869469404220581,stratified,stratified split,"[0.023540759459137917, 0.01432156190276146, 0.008360217325389385, 0.0037293313071131706, 0.0011600001016631722, 0.00032631997601129115, 0.00015132215048652142, 9.742528345668688e-05, 7.38433882361278e-05, 5.967259130557068e-05, 4.770365558215417e-05, 3.706939969561063e-05, 2.870564094337169e-05, 2.2649743186775595e-05, 1.832480847951956e-05, 1.5185943993856199e-05, 1.2844282537116669e-05, 1.1056336006731726e-05, 9.64906212175265e-06, 8.52961511554895e-06]"
thyroid-dis,/home/crc00006699/zh/tabiclv2/data178/thyroid-dis,baseline,10,multiclass,2240,448,560,26,5,0.5410714285714285,0.3398725986480713,0.2031071186065673,ok,,0,0,,0,,False,0.0,,,
thyroid-dis,/home/crc00006699/zh/tabiclv2/data178/thyroid-dis,ttt,10,multiclass,2240,448,560,26,5,0.5428571428571428,3.07206654548645,0.2070949077606201,ok,,1680,560,0.2171169072389602,20,1e-05,True,3.0324819087982178,stratified,stratified split,"[0.7247602343559265, 0.7007434964179993, 0.6823708415031433, 0.6628953814506531, 0.6400318741798401, 0.618086040019989, 0.591045081615448, 0.56495201587677, 0.5378040671348572, 0.5102661848068237, 0.48240405321121216, 0.4549730718135834, 0.42479008436203003, 0.3945023715496063, 0.3643418252468109, 0.33336004614830017, 0.30139029026031494, 0.2715241611003876, 0.24327288568019867, 0.21711690723896027]"
turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation,baseline,10,multiclass,4656,932,1164,32,5,0.2336769759450171,0.3428857326507568,0.5542333126068115,ok,,0,0,,0,,False,0.0,,,
turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation,ttt,10,multiclass,4656,932,1164,32,5,0.2422680412371134,7.090287446975708,0.5246305465698242,ok,,3492,1164,0.9102147817611694,20,1e-05,True,7.048259496688843,stratified,stratified split,"[1.2398408651351929, 1.2233892679214478, 1.2088735103607178, 1.1954646110534668, 1.183181881904602, 1.1702073812484741, 1.156705617904663, 1.1434473991394043, 1.129902958869934, 1.1150538921356201, 1.0990084409713745, 1.0821106433868408, 1.0636507272720337, 1.0441852807998657, 1.0244196653366089, 1.0035676956176758, 0.982015073299408, 0.959540843963623, 0.9357856512069702, 0.9102147817611694]"
twonorm,/home/crc00006699/zh/tabiclv2/data178/twonorm,baseline,10,binclass,5920,1184,1480,20,2,0.8121621621621622,0.3294169902801513,0.5139436721801758,ok,,0,0,,0,,False,0.0,,,
twonorm,/home/crc00006699/zh/tabiclv2/data178/twonorm,ttt,10,binclass,5920,1184,1480,20,2,0.8094594594594594,9.372612714767456,0.5420455932617188,ok,,4440,1480,0.0004746517224702,20,1e-05,True,9.337883949279783,stratified,stratified split,"[0.053841929882764816, 0.049956753849983215, 0.04680332541465759, 0.04408346116542816, 0.04148814454674721, 0.03877054527401924, 0.03607140854001045, 0.03349427878856659, 0.030458122491836548, 0.026866387575864792, 0.022958969697356224, 0.018752560019493103, 0.014774358831346035, 0.01109522208571434, 0.007448970340192318, 0.004295615945011377, 0.002135277958586812, 0.0012036639964208007, 0.0008038408705033362, 0.0004746517224702984]"
vehicle,/home/crc00006699/zh/tabiclv2/data178/vehicle,baseline,10,multiclass,676,136,170,18,4,0.3235294117647059,0.3310434818267822,0.0845246315002441,ok,,0,0,,0,,False,0.0,,,
vehicle,/home/crc00006699/zh/tabiclv2/data178/vehicle,ttt,10,multiclass,676,136,170,18,4,0.3235294117647059,1.4888403415679932,0.0853185653686523,ok,,507,169,0.2711844146251678,20,1e-05,True,1.4581072330474854,stratified,stratified split,"[1.043594479560852, 0.8485607504844666, 0.780248761177063, 0.7052905559539795, 0.6571578979492188, 0.6167916655540466, 0.5869033336639404, 0.5454816818237305, 0.5136936902999878, 0.4840632677078247, 0.4526064693927765, 0.41562187671661377, 0.3922237753868103, 0.37077000737190247, 0.356403648853302, 0.335959792137146, 0.3168223798274994, 0.30152490735054016, 0.28926822543144226, 0.27118441462516785]"
volkert,/home/crc00006699/zh/tabiclv2/data178/volkert,baseline,10,multiclass,46648,9330,11662,180,10,0.2746527182301492,0.4483332633972168,8.718446254730225,ok,,0,0,,0,,False,0.0,,,
volkert,/home/crc00006699/zh/tabiclv2/data178/volkert,ttt,10,multiclass,46648,9330,11662,180,10,0.2746527182301492,0.4516348838806152,8.71531057357788,ok,,0,0,,0,1e-05,False,0.0,,TTT skipped for dataset=volkert to avoid OOM,
walking-activity,/home/crc00006699/zh/tabiclv2/data178/walking-activity,baseline,10,multiclass,119465,23893,29867,4,22,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=22 exceeds context_length=10,0,0,,0,,False,0.0,,,
walking-activity,/home/crc00006699/zh/tabiclv2/data178/walking-activity,ttt,10,multiclass,119465,23893,29867,4,22,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=22 exceeds context_length=10,0,0,,0,,False,0.0,,,
wall-robot-navigation,/home/crc00006699/zh/tabiclv2/data178/wall-robot-navigation,baseline,10,multiclass,4364,873,1092,24,4,0.5897435897435898,0.3588511943817138,0.4243001937866211,ok,,0,0,,0,,False,0.0,,,
wall-robot-navigation,/home/crc00006699/zh/tabiclv2/data178/wall-robot-navigation,ttt,10,multiclass,4364,873,1092,24,4,0.5915750915750916,6.306368350982666,0.4225354194641113,ok,,3273,1091,1.1301835002086593e-05,20,1e-05,True,6.2683422565460205,stratified,stratified split,"[0.03725011646747589, 0.026209479197859764, 0.017835330218076706, 0.011500425636768341, 0.007230259478092194, 0.004344543442130089, 0.002309949602931738, 0.00108084746170789, 0.0005289792316034436, 0.0003254816110711545, 0.00021616181766148657, 0.00013866039807908237, 0.00010145309352083132, 8.325205999426544e-05, 6.410801142919809e-05, 4.414108843775466e-05, 2.880179090425372e-05, 1.9207916921004653e-05, 1.3937060430180281e-05, 1.1301835002086591e-05]"
water_quality,/home/crc00006699/zh/tabiclv2/data178/water_quality,baseline,10,binclass,6396,1280,1600,20,2,0.85625,0.3301405906677246,0.4966921806335449,ok,,0,0,,0,,False,0.0,,,
water_quality,/home/crc00006699/zh/tabiclv2/data178/water_quality,ttt,10,binclass,6396,1280,1600,20,2,0.8575,10.155062675476074,0.5134658813476562,ok,,4797,1599,0.1326837241649627,20,1e-05,True,10.127068758010864,stratified,stratified split,"[0.23739171028137207, 0.2309855967760086, 0.22592216730117798, 0.22114871442317963, 0.2161099910736084, 0.2103685885667801, 0.20648887753486633, 0.19931457936763763, 0.1932675689458847, 0.19054792821407318, 0.18246182799339294, 0.17615410685539246, 0.17281919717788696, 0.16483700275421143, 0.15997837483882904, 0.15355752408504486, 0.14721588790416718, 0.1440073400735855, 0.13644203543663025, 0.13268372416496277]"
waveform-5000,/home/crc00006699/zh/tabiclv2/data178/waveform-5000,baseline,10,multiclass,4000,800,1000,40,3,0.498,0.3522491455078125,0.5407576560974121,ok,,0,0,,0,,False,0.0,,,
waveform-5000,/home/crc00006699/zh/tabiclv2/data178/waveform-5000,ttt,10,multiclass,4000,800,1000,40,3,0.497,6.421724081039429,0.5221636295318604,ok,,3000,1000,0.0757484808564186,20,1e-05,True,6.373910188674927,stratified,stratified split,"[0.3026478588581085, 0.28665828704833984, 0.2773985266685486, 0.26966312527656555, 0.2620854377746582, 0.25395768880844116, 0.2451341599225998, 0.2357310652732849, 0.2261660099029541, 0.21621713042259216, 0.20401635766029358, 0.19027768075466156, 0.17618203163146973, 0.1616666465997696, 0.14629915356636047, 0.13143178820610046, 0.11801674216985703, 0.10403009504079819, 0.09000677615404129, 0.07574848085641861]"
waveform_database_generator,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator,baseline,10,multiclass,3999,800,1000,21,3,0.342,0.3337593078613281,0.3738057613372803,ok,,0,0,,0,,False,0.0,,,
waveform_database_generator,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator,ttt,10,multiclass,3999,800,1000,21,3,0.341,5.7228288650512695,0.3640968799591064,ok,,2999,1000,0.9723414182662964,20,1e-05,True,5.689395189285278,stratified,stratified split,"[1.098440170288086, 1.0976368188858032, 1.0960639715194702, 1.0936790704727173, 1.0954432487487793, 1.0902482271194458, 1.0897952318191528, 1.088447093963623, 1.0859081745147705, 1.082064151763916, 1.0774328708648682, 1.0726537704467773, 1.0659362077713013, 1.0577143430709839, 1.0481222867965698, 1.0344640016555786, 1.0204601287841797, 1.0057083368301392, 0.9880518913269043, 0.9723414182662964]"
waveform_database_generator_version_1,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator_version_1,baseline,10,multiclass,4000,800,1000,21,3,0.592,0.341773509979248,0.3726985454559326,ok,,0,0,,0,,False,0.0,,,
waveform_database_generator_version_1,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator_version_1,ttt,10,multiclass,4000,800,1000,21,3,0.588,5.717188119888306,0.385568618774414,ok,,3000,1000,0.0471899695694446,20,1e-05,True,5.684446573257446,stratified,stratified split,"[0.2860608696937561, 0.27000415325164795, 0.25992658734321594, 0.2513752579689026, 0.24313510954380035, 0.23451606929302216, 0.22480395436286926, 0.2131633162498474, 0.20013177394866943, 0.18897312879562378, 0.17496879398822784, 0.15883715450763702, 0.1431475579738617, 0.1284143328666687, 0.11425156146287918, 0.10061591863632202, 0.08717446774244308, 0.07332848757505417, 0.05957243964076042, 0.047189969569444656]"
website_phishing,/home/crc00006699/zh/tabiclv2/data178/website_phishing,baseline,10,multiclass,1082,217,271,9,3,0.7675276752767528,0.3258161544799804,0.1006250381469726,ok,,0,0,,0,,False,0.0,,,
website_phishing,/home/crc00006699/zh/tabiclv2/data178/website_phishing,ttt,10,multiclass,1082,217,271,9,3,0.7749077490774908,1.62528657913208,0.0989637374877929,ok,,811,271,0.0127135030925273,20,1e-05,True,1.5991666316986084,stratified,stratified split,"[0.2651795446872711, 0.23308734595775604, 0.21016719937324524, 0.19071143865585327, 0.17424210906028748, 0.15952280163764954, 0.1447519212961197, 0.12989236414432526, 0.11509629338979721, 0.10120438039302826, 0.08992233127355576, 0.07877618819475174, 0.06649850308895111, 0.05509750917553902, 0.04465630650520325, 0.03510718792676926, 0.025109868496656418, 0.01670685037970543, 0.014205592684447765, 0.01271350309252739]"
wine,/home/crc00006699/zh/tabiclv2/data178/wine,baseline,10,binclass,2043,409,511,4,2,0.5166340508806262,0.3201777935028076,0.0707228183746337,ok,,0,0,,0,,False,0.0,,,
wine,/home/crc00006699/zh/tabiclv2/data178/wine,ttt,10,binclass,2043,409,511,4,2,0.5146771037181996,2.6545333862304688,0.0796749591827392,ok,,1532,511,0.130494549870491,20,1e-05,True,2.6341705322265625,stratified,stratified split,"[0.5357893109321594, 0.5048542022705078, 0.4837445020675659, 0.46176356077194214, 0.43880903720855713, 0.4146175980567932, 0.3907739818096161, 0.368994802236557, 0.3483911454677582, 0.3245953321456909, 0.29922419786453247, 0.27919772267341614, 0.258818656206131, 0.23972027003765106, 0.2249031960964203, 0.2059989720582962, 0.18561604619026184, 0.16390790045261383, 0.14713320136070251, 0.13049454987049103]"
wine-quality-red,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red,baseline,10,multiclass,1279,256,320,4,6,0.353125,0.3347120285034179,0.1034243106842041,ok,,0,0,,0,,False,0.0,,,
wine-quality-red,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red,ttt,10,multiclass,1279,256,320,4,6,0.3625,1.7858901023864746,0.1066033840179443,ok,,959,320,0.3476510047912597,20,1e-05,True,1.769679307937622,stratified,stratified split,"[0.9871314167976379, 0.9274786114692688, 0.9005131721496582, 0.8513973951339722, 0.8155856132507324, 0.776741623878479, 0.7398474812507629, 0.7024630308151245, 0.6667352318763733, 0.6334933042526245, 0.6019887924194336, 0.572401225566864, 0.5400300025939941, 0.5087035894393921, 0.4788582921028137, 0.4514361023902893, 0.42310506105422974, 0.39642825722694397, 0.3706933259963989, 0.34765100479125977]"
wine-quality-white,/home/crc00006699/zh/tabiclv2/data178/wine-quality-white,baseline,10,multiclass,3918,784,980,11,7,0.4510204081632653,0.3371458053588867,0.2921080589294433,ok,,0,0,,0,,False,0.0,,,
wine-quality-white,/home/crc00006699/zh/tabiclv2/data178/wine-quality-white,ttt,10,multiclass,3918,784,980,11,7,0.4397959183673469,5.428155899047852,0.3037238121032715,ok,,2938,980,0.4508155584335327,20,1e-05,True,5.402473449707031,stratified,stratified split,"[0.8814176321029663, 0.8625298142433167, 0.8343850374221802, 0.8117329478263855, 0.7973249554634094, 0.7797351479530334, 0.7615129351615906, 0.7431982159614563, 0.7235777378082275, 0.702333390712738, 0.6812300086021423, 0.659477710723877, 0.6380710601806641, 0.615262508392334, 0.59112948179245, 0.5644193291664124, 0.5366725325584412, 0.5090692043304443, 0.4804648160934448, 0.4508155584335327]"
yeast,/home/crc00006699/zh/tabiclv2/data178/yeast,baseline,10,multiclass,1187,238,297,8,10,0.239057239057239,0.3340413570404053,0.1029484272003173,ok,,0,0,,0,,False,0.0,,,
yeast,/home/crc00006699/zh/tabiclv2/data178/yeast,ttt,10,multiclass,1187,238,297,8,10,0.2356902356902357,1.63842511177063,0.1025710105895996,ok,,890,297,0.2236280292272567,20,1e-05,True,1.6142287254333496,stratified,stratified split,"[1.0494272708892822, 1.0084917545318604, 0.9736180305480957, 0.9445563554763794, 0.9166092276573181, 0.8869157433509827, 0.8555213809013367, 0.8225123882293701, 0.7876266837120056, 0.7502316236495972, 0.709182620048523, 0.6628915071487427, 0.6103999018669128, 0.5532952547073364, 0.4960465431213379, 0.4405154287815094, 0.38221025466918945, 0.3238803446292877, 0.27110013365745544, 0.22362802922725677]"
